falha;vazao;pressao
1;21443;625
1;21443;626
1;21443;627
1;21443;628
1;21443;629
1;21443;630
1;21443;631
1;21443;632
1;21443;633
1;21443;634
1;21443;635
1;21443;636
1;21444;504
1;21444;505
1;21444;506
1;21444;507
1;21444;508
1;21444;509
1;21444;510
1;21444;511
1;21444;512
1;21444;513
0;21444;514
0;21444;515
0;21444;516
0;21444;517
0;21444;518
0;21444;519
0;21444;520
0;21444;521
0;21444;522
0;21444;523
0;21444;524
0;21444;525
0;21444;526
0;21444;527
0;21444;528
0;21444;529
0;21444;530
0;21444;531
0;21444;532
0;21444;533
0;21444;534
0;21444;535
0;21444;536
0;21444;537
0;21444;538
0;21444;539
0;21444;540
0;21444;541
0;21444;542
0;21444;543
0;21444;544
0;21444;545
0;21444;546
0;21444;547
0;21444;548
0;21444;549
0;21444;550
0;21444;551
0;21444;552
0;21444;553
0;21444;554
0;21444;555
0;21444;556
0;21444;557
0;21444;558
0;21444;559
0;21444;560
0;21444;561
0;21444;562
0;21444;563
0;21444;564
0;21444;565
0;21444;566
0;21444;567
0;21444;568
0;21444;569
0;21444;570
0;21444;571
0;21444;572
0;21444;573
0;21444;574
0;21444;575
0;21444;576
0;21444;577
0;21444;578
0;21444;579
0;21444;580
0;21444;581
0;21444;582
0;21444;583
0;21444;584
0;21444;585
0;21444;586
0;21444;587
0;21444;588
0;21444;589
0;21444;590
0;21444;591
0;21444;592
0;21444;593
0;21444;594
0;21444;595
0;21444;596
0;21444;597
0;21444;598
0;21444;599
0;21444;600
0;21444;601
0;21444;602
0;21444;603
0;21444;604
0;21444;605
0;21444;606
0;21444;607
0;21444;608
0;21444;609
1;21444;610
1;21444;611
1;21444;612
1;21444;613
1;21444;614
1;21444;615
1;21444;616
1;21444;617
1;21444;618
1;21444;619
1;21444;620
1;21444;621
1;21444;622
1;21444;623
1;21444;624
1;21444;625
1;21444;626
1;21444;627
1;21444;628
1;21444;629
1;21444;630
1;21444;631
1;21444;632
1;21444;633
1;21444;634
1;21444;635
1;21444;636
1;21445;504
1;21445;505
1;21445;506
1;21445;507
1;21445;508
1;21445;509
1;21445;510
1;21445;511
1;21445;512
1;21445;513
0;21445;514
0;21445;515
0;21445;516
0;21445;517
0;21445;518
0;21445;519
0;21445;520
0;21445;521
0;21445;522
0;21445;523
0;21445;524
0;21445;525
0;21445;526
0;21445;527
0;21445;528
0;21445;529
0;21445;530
0;21445;531
0;21445;532
0;21445;533
0;21445;534
0;21445;535
0;21445;536
0;21445;537
0;21445;538
0;21445;539
0;21445;540
0;21445;541
0;21445;542
0;21445;543
0;21445;544
0;21445;545
0;21445;546
0;21445;547
0;21445;548
0;21445;549
0;21445;550
0;21445;551
0;21445;552
0;21445;553
0;21445;554
0;21445;555
0;21445;556
0;21445;557
0;21445;558
0;21445;559
0;21445;560
0;21445;561
0;21445;562
0;21445;563
0;21445;564
0;21445;565
0;21445;566
0;21445;567
0;21445;568
0;21445;569
0;21445;570
0;21445;571
0;21445;572
0;21445;573
0;21445;574
0;21445;575
0;21445;576
0;21445;577
0;21445;578
0;21445;579
0;21445;580
0;21445;581
0;21445;582
0;21445;583
0;21445;584
0;21445;585
0;21445;586
0;21445;587
0;21445;588
0;21445;589
0;21445;590
0;21445;591
0;21445;592
0;21445;593
0;21445;594
0;21445;595
0;21445;596
0;21445;597
0;21445;598
0;21445;599
0;21445;600
0;21445;601
0;21445;602
0;21445;603
0;21445;604
0;21445;605
0;21445;606
0;21445;607
0;21445;608
0;21445;609
1;21445;610
1;21445;611
1;21445;612
1;21445;613
1;21445;614
1;21445;615
1;21445;616
1;21445;617
1;21445;618
1;21445;619
1;21445;620
1;21445;621
1;21445;622
1;21445;623
1;21445;624
1;21445;625
1;21445;626
1;21445;627
1;21445;628
1;21445;629
1;21445;630
1;21445;631
1;21445;632
1;21445;633
1;21445;634
1;21445;635
1;21445;636
1;21446;504
1;21446;505
1;21446;506
1;21446;507
1;21446;508
1;21446;509
1;21446;510
1;21446;511
1;21446;512
1;21446;513
0;21446;514
0;21446;515
0;21446;516
0;21446;517
0;21446;518
0;21446;519
0;21446;520
0;21446;521
0;21446;522
0;21446;523
0;21446;524
0;21446;525
0;21446;526
0;21446;527
0;21446;528
0;21446;529
0;21446;530
0;21446;531
0;21446;532
0;21446;533
0;21446;534
0;21446;535
0;21446;536
0;21446;537
0;21446;538
0;21446;539
0;21446;540
0;21446;541
0;21446;542
0;21446;543
0;21446;544
0;21446;545
0;21446;546
0;21446;547
0;21446;548
0;21446;549
0;21446;550
0;21446;551
0;21446;552
0;21446;553
0;21446;554
0;21446;555
0;21446;556
0;21446;557
0;21446;558
0;21446;559
0;21446;560
0;21446;561
0;21446;562
0;21446;563
0;21446;564
0;21446;565
0;21446;566
0;21446;567
0;21446;568
0;21446;569
0;21446;570
0;21446;571
0;21446;572
0;21446;573
0;21446;574
0;21446;575
0;21446;576
0;21446;577
0;21446;578
0;21446;579
0;21446;580
0;21446;581
0;21446;582
0;21446;583
0;21446;584
0;21446;585
0;21446;586
0;21446;587
0;21446;588
0;21446;589
0;21446;590
0;21446;591
0;21446;592
0;21446;593
0;21446;594
0;21446;595
0;21446;596
0;21446;597
0;21446;598
0;21446;599
0;21446;600
0;21446;601
0;21446;602
0;21446;603
0;21446;604
0;21446;605
0;21446;606
0;21446;607
0;21446;608
0;21446;609
1;21446;610
1;21446;611
1;21446;612
1;21446;613
1;21446;614
1;21446;615
1;21446;616
1;21446;617
1;21446;618
1;21446;619
1;21446;620
1;21446;621
1;21446;622
1;21446;623
1;21446;624
1;21446;625
1;21446;626
1;21446;627
1;21446;628
1;21446;629
1;21446;630
1;21446;631
1;21446;632
1;21446;633
1;21446;634
1;21446;635
1;21446;636
1;21447;504
1;21447;505
1;21447;506
1;21447;507
1;21447;508
1;21447;509
1;21447;510
1;21447;511
1;21447;512
1;21447;513
0;21447;514
0;21447;515
0;21447;516
0;21447;517
0;21447;518
0;21447;519
0;21447;520
0;21447;521
0;21447;522
0;21447;523
0;21447;524
0;21447;525
0;21447;526
0;21447;527
0;21447;528
0;21447;529
0;21447;530
0;21447;531
0;21447;532
0;21447;533
0;21447;534
0;21447;535
0;21447;536
0;21447;537
0;21447;538
0;21447;539
0;21447;540
0;21447;541
0;21447;542
0;21447;543
0;21447;544
0;21447;545
0;21447;546
0;21447;547
0;21447;548
0;21447;549
0;21447;550
0;21447;551
0;21447;552
0;21447;553
0;21447;554
0;21447;555
0;21447;556
0;21447;557
0;21447;558
0;21447;559
0;21447;560
0;21447;561
0;21447;562
0;21447;563
0;21447;564
0;21447;565
0;21447;566
0;21447;567
0;21447;568
0;21447;569
0;21447;570
0;21447;571
0;21447;572
0;21447;573
0;21447;574
0;21447;575
0;21447;576
0;21447;577
0;21447;578
0;21447;579
0;21447;580
0;21447;581
0;21447;582
0;21447;583
0;21447;584
0;21447;585
0;21447;586
0;21447;587
0;21447;588
0;21447;589
0;21447;590
0;21447;591
0;21447;592
0;21447;593
0;21447;594
0;21447;595
0;21447;596
0;21447;597
0;21447;598
0;21447;599
0;21447;600
0;21447;601
0;21447;602
0;21447;603
0;21447;604
0;21447;605
0;21447;606
0;21447;607
0;21447;608
0;21447;609
1;21447;610
1;21447;611
1;21447;612
1;21447;613
1;21447;614
1;21447;615
1;21447;616
1;21447;617
1;21447;618
1;21447;619
1;21447;620
1;21447;621
1;21447;622
1;21447;623
1;21447;624
1;21447;625
1;21447;626
1;21447;627
1;21447;628
1;21447;629
1;21447;630
1;21447;631
1;21447;632
1;21447;633
1;21447;634
1;21447;635
1;21447;636
1;21448;504
1;21448;505
1;21448;506
1;21448;507
1;21448;508
1;21448;509
1;21448;510
1;21448;511
1;21448;512
1;21448;513
0;21448;514
0;21448;515
0;21448;516
0;21448;517
0;21448;518
0;21448;519
0;21448;520
0;21448;521
0;21448;522
0;21448;523
0;21448;524
0;21448;525
0;21448;526
0;21448;527
0;21448;528
0;21448;529
0;21448;530
0;21448;531
0;21448;532
0;21448;533
0;21448;534
0;21448;535
0;21448;536
0;21448;537
0;21448;538
0;21448;539
0;21448;540
0;21448;541
0;21448;542
0;21448;543
0;21448;544
0;21448;545
0;21448;546
0;21448;547
0;21448;548
0;21448;549
0;21448;550
0;21448;551
0;21448;552
0;21448;553
0;21448;554
0;21448;555
0;21448;556
0;21448;557
0;21448;558
0;21448;559
0;21448;560
0;21448;561
0;21448;562
0;21448;563
0;21448;564
0;21448;565
0;21448;566
0;21448;567
0;21448;568
0;21448;569
0;21448;570
0;21448;571
0;21448;572
0;21448;573
0;21448;574
0;21448;575
0;21448;576
0;21448;577
0;21448;578
0;21448;579
0;21448;580
0;21448;581
0;21448;582
0;21448;583
0;21448;584
0;21448;585
0;21448;586
0;21448;587
0;21448;588
0;21448;589
0;21448;590
0;21448;591
0;21448;592
0;21448;593
0;21448;594
0;21448;595
0;21448;596
0;21448;597
0;21448;598
0;21448;599
0;21448;600
0;21448;601
0;21448;602
0;21448;603
0;21448;604
0;21448;605
0;21448;606
0;21448;607
0;21448;608
0;21448;609
1;21448;610
1;21448;611
1;21448;612
1;21448;613
1;21448;614
1;21448;615
1;21448;616
1;21448;617
1;21448;618
1;21448;619
1;21448;620
1;21448;621
1;21448;622
1;21448;623
1;21448;624
1;21448;625
1;21448;626
1;21448;627
1;21448;628
1;21448;629
1;21448;630
1;21448;631
1;21448;632
1;21448;633
1;21448;634
1;21448;635
1;21448;636
1;21449;504
1;21449;505
1;21449;506
1;21449;507
1;21449;508
1;21449;509
1;21449;510
1;21449;511
1;21449;512
1;21449;513
0;21449;514
0;21449;515
0;21449;516
0;21449;517
0;21449;518
0;21449;519
0;21449;520
0;21449;521
0;21449;522
0;21449;523
0;21449;524
0;21449;525
0;21449;526
0;21449;527
0;21449;528
0;21449;529
0;21449;530
0;21449;531
0;21449;532
0;21449;533
0;21449;534
0;21449;535
0;21449;536
0;21449;537
0;21449;538
0;21449;539
0;21449;540
0;21449;541
0;21449;542
0;21449;543
0;21449;544
0;21449;545
0;21449;546
0;21449;547
0;21449;548
0;21449;549
0;21449;550
0;21449;551
0;21449;552
0;21449;553
0;21449;554
0;21449;555
0;21449;556
0;21449;557
0;21449;558
0;21449;559
0;21449;560
0;21449;561
0;21449;562
0;21449;563
0;21449;564
0;21449;565
0;21449;566
0;21449;567
0;21449;568
0;21449;569
0;21449;570
0;21449;571
0;21449;572
0;21449;573
0;21449;574
0;21449;575
0;21449;576
0;21449;577
0;21449;578
0;21449;579
0;21449;580
0;21449;581
0;21449;582
0;21449;583
0;21449;584
0;21449;585
0;21449;586
0;21449;587
0;21449;588
0;21449;589
0;21449;590
0;21449;591
0;21449;592
0;21449;593
0;21449;594
0;21449;595
0;21449;596
0;21449;597
0;21449;598
0;21449;599
0;21449;600
0;21449;601
0;21449;602
0;21449;603
0;21449;604
0;21449;605
0;21449;606
0;21449;607
0;21449;608
0;21449;609
1;21449;610
1;21449;611
1;21449;612
1;21449;613
1;21449;614
1;21449;615
1;21449;616
1;21449;617
1;21449;618
1;21449;619
1;21449;620
1;21449;621
1;21449;622
1;21449;623
1;21449;624
1;21449;625
1;21449;626
1;21449;627
1;21449;628
1;21449;629
1;21449;630
1;21449;631
1;21449;632
1;21449;633
1;21449;634
1;21449;635
1;21449;636
1;21450;504
1;21450;505
1;21450;506
1;21450;507
1;21450;508
1;21450;509
1;21450;510
1;21450;511
1;21450;512
1;21450;513
0;21450;514
0;21450;515
0;21450;516
0;21450;517
0;21450;518
0;21450;519
0;21450;520
0;21450;521
0;21450;522
0;21450;523
0;21450;524
0;21450;525
0;21450;526
0;21450;527
0;21450;528
0;21450;529
0;21450;530
0;21450;531
0;21450;532
0;21450;533
0;21450;534
0;21450;535
0;21450;536
0;21450;537
0;21450;538
0;21450;539
0;21450;540
0;21450;541
0;21450;542
0;21450;543
0;21450;544
0;21450;545
0;21450;546
0;21450;547
0;21450;548
0;21450;549
0;21450;550
0;21450;551
0;21450;552
0;21450;553
0;21450;554
0;21450;555
0;21450;556
0;21450;557
0;21450;558
0;21450;559
0;21450;560
0;21450;561
0;21450;562
0;21450;563
0;21450;564
0;21450;565
0;21450;566
0;21450;567
0;21450;568
0;21450;569
0;21450;570
0;21450;571
0;21450;572
0;21450;573
0;21450;574
0;21450;575
0;21450;576
0;21450;577
0;21450;578
0;21450;579
0;21450;580
0;21450;581
0;21450;582
0;21450;583
0;21450;584
0;21450;585
0;21450;586
0;21450;587
0;21450;588
0;21450;589
0;21450;590
0;21450;591
0;21450;592
0;21450;593
0;21450;594
0;21450;595
0;21450;596
0;21450;597
0;21450;598
0;21450;599
0;21450;600
0;21450;601
0;21450;602
0;21450;603
0;21450;604
0;21450;605
0;21450;606
0;21450;607
0;21450;608
0;21450;609
1;21450;610
1;21450;611
1;21450;612
1;21450;613
1;21450;614
1;21450;615
1;21450;616
1;21450;617
1;21450;618
1;21450;619
1;21450;620
1;21450;621
1;21450;622
1;21450;623
1;21450;624
1;21450;625
1;21450;626
1;21450;627
1;21450;628
1;21450;629
1;21450;630
1;21450;631
1;21450;632
1;21450;633
1;21450;634
1;21450;635
1;21450;636
1;21451;504
1;21451;505
1;21451;506
1;21451;507
1;21451;508
1;21451;509
1;21451;510
1;21451;511
1;21451;512
1;21451;513
0;21451;514
0;21451;515
0;21451;516
0;21451;517
0;21451;518
0;21451;519
0;21451;520
0;21451;521
0;21451;522
0;21451;523
0;21451;524
0;21451;525
0;21451;526
0;21451;527
0;21451;528
0;21451;529
0;21451;530
0;21451;531
0;21451;532
0;21451;533
0;21451;534
0;21451;535
0;21451;536
0;21451;537
0;21451;538
0;21451;539
0;21451;540
0;21451;541
0;21451;542
0;21451;543
0;21451;544
0;21451;545
0;21451;546
0;21451;547
0;21451;548
0;21451;549
0;21451;550
0;21451;551
0;21451;552
0;21451;553
0;21451;554
0;21451;555
0;21451;556
0;21451;557
0;21451;558
0;21451;559
0;21451;560
0;21451;561
0;21451;562
0;21451;563
0;21451;564
0;21451;565
0;21451;566
0;21451;567
0;21451;568
0;21451;569
0;21451;570
0;21451;571
0;21451;572
0;21451;573
0;21451;574
0;21451;575
0;21451;576
0;21451;577
0;21451;578
0;21451;579
0;21451;580
0;21451;581
0;21451;582
0;21451;583
0;21451;584
0;21451;585
0;21451;586
0;21451;587
0;21451;588
0;21451;589
0;21451;590
0;21451;591
0;21451;592
0;21451;593
0;21451;594
0;21451;595
0;21451;596
0;21451;597
0;21451;598
0;21451;599
0;21451;600
0;21451;601
0;21451;602
0;21451;603
0;21451;604
0;21451;605
0;21451;606
0;21451;607
0;21451;608
0;21451;609
1;21451;610
1;21451;611
1;21451;612
1;21451;613
1;21451;614
1;21451;615
1;21451;616
1;21451;617
1;21451;618
1;21451;619
1;21451;620
1;21451;621
1;21451;622
1;21451;623
1;21451;624
1;21451;625
1;21451;626
1;21451;627
1;21451;628
1;21451;629
1;21451;630
1;21451;631
1;21451;632
1;21451;633
1;21451;634
1;21451;635
1;21451;636
1;21452;504
1;21452;505
1;21452;506
1;21452;507
1;21452;508
1;21452;509
1;21452;510
1;21452;511
1;21452;512
1;21452;513
0;21452;514
0;21452;515
0;21452;516
0;21452;517
0;21452;518
0;21452;519
0;21452;520
0;21452;521
0;21452;522
0;21452;523
0;21452;524
0;21452;525
0;21452;526
0;21452;527
0;21452;528
0;21452;529
0;21452;530
0;21452;531
0;21452;532
0;21452;533
0;21452;534
0;21452;535
0;21452;536
0;21452;537
0;21452;538
0;21452;539
0;21452;540
0;21452;541
0;21452;542
0;21452;543
0;21452;544
0;21452;545
0;21452;546
0;21452;547
0;21452;548
0;21452;549
0;21452;550
0;21452;551
0;21452;552
0;21452;553
0;21452;554
0;21452;555
0;21452;556
0;21452;557
0;21452;558
0;21452;559
0;21452;560
0;21452;561
0;21452;562
0;21452;563
0;21452;564
0;21452;565
0;21452;566
0;21452;567
0;21452;568
0;21452;569
0;21452;570
0;21452;571
0;21452;572
0;21452;573
0;21452;574
0;21452;575
0;21452;576
0;21452;577
0;21452;578
0;21452;579
0;21452;580
0;21452;581
0;21452;582
0;21452;583
0;21452;584
0;21452;585
0;21452;586
0;21452;587
0;21452;588
0;21452;589
0;21452;590
0;21452;591
0;21452;592
0;21452;593
0;21452;594
0;21452;595
0;21452;596
0;21452;597
0;21452;598
0;21452;599
0;21452;600
0;21452;601
0;21452;602
0;21452;603
0;21452;604
0;21452;605
0;21452;606
0;21452;607
0;21452;608
0;21452;609
1;21452;610
1;21452;611
1;21452;612
1;21452;613
1;21452;614
1;21452;615
1;21452;616
1;21452;617
1;21452;618
1;21452;619
1;21452;620
1;21452;621
1;21452;622
1;21452;623
1;21452;624
1;21452;625
1;21452;626
1;21452;627
1;21452;628
1;21452;629
1;21452;630
1;21452;631
1;21452;632
1;21452;633
1;21452;634
1;21452;635
1;21452;636
1;21453;504
1;21453;505
1;21453;506
1;21453;507
1;21453;508
1;21453;509
1;21453;510
1;21453;511
1;21453;512
1;21453;513
0;21453;514
0;21453;515
0;21453;516
0;21453;517
0;21453;518
0;21453;519
0;21453;520
0;21453;521
0;21453;522
0;21453;523
0;21453;524
0;21453;525
0;21453;526
0;21453;527
0;21453;528
0;21453;529
0;21453;530
0;21453;531
0;21453;532
0;21453;533
0;21453;534
0;21453;535
0;21453;536
0;21453;537
0;21453;538
0;21453;539
0;21453;540
0;21453;541
0;21453;542
0;21453;543
0;21453;544
0;21453;545
0;21453;546
0;21453;547
0;21453;548
0;21453;549
0;21453;550
0;21453;551
0;21453;552
0;21453;553
0;21453;554
0;21453;555
0;21453;556
0;21453;557
0;21453;558
0;21453;559
0;21453;560
0;21453;561
0;21453;562
0;21453;563
0;21453;564
0;21453;565
0;21453;566
0;21453;567
0;21453;568
0;21453;569
0;21453;570
0;21453;571
0;21453;572
0;21453;573
0;21453;574
0;21453;575
0;21453;576
0;21453;577
0;21453;578
0;21453;579
0;21453;580
0;21453;581
0;21453;582
0;21453;583
0;21453;584
0;21453;585
0;21453;586
0;21453;587
0;21453;588
0;21453;589
0;21453;590
0;21453;591
0;21453;592
0;21453;593
0;21453;594
0;21453;595
0;21453;596
0;21453;597
0;21453;598
0;21453;599
0;21453;600
0;21453;601
0;21453;602
0;21453;603
0;21453;604
0;21453;605
0;21453;606
0;21453;607
0;21453;608
0;21453;609
1;21453;610
1;21453;611
1;21453;612
1;21453;613
1;21453;614
1;21453;615
1;21453;616
1;21453;617
1;21453;618
1;21453;619
1;21453;620
1;21453;621
1;21453;622
1;21453;623
1;21453;624
1;21453;625
1;21453;626
1;21453;627
1;21453;628
1;21453;629
1;21453;630
1;21453;631
1;21453;632
1;21453;633
1;21453;634
1;21453;635
1;21453;636
1;21454;504
1;21454;505
1;21454;506
1;21454;507
1;21454;508
1;21454;509
1;21454;510
1;21454;511
1;21454;512
1;21454;513
0;21454;514
0;21454;515
0;21454;516
0;21454;517
0;21454;518
0;21454;519
0;21454;520
0;21454;521
0;21454;522
0;21454;523
0;21454;524
0;21454;525
0;21454;526
0;21454;527
0;21454;528
0;21454;529
0;21454;530
0;21454;531
0;21454;532
0;21454;533
0;21454;534
0;21454;535
0;21454;536
0;21454;537
0;21454;538
0;21454;539
0;21454;540
0;21454;541
0;21454;542
0;21454;543
0;21454;544
0;21454;545
0;21454;546
0;21454;547
0;21454;548
0;21454;549
0;21454;550
0;21454;551
0;21454;552
0;21454;553
0;21454;554
0;21454;555
0;21454;556
0;21454;557
0;21454;558
0;21454;559
0;21454;560
0;21454;561
0;21454;562
0;21454;563
0;21454;564
0;21454;565
0;21454;566
0;21454;567
0;21454;568
0;21454;569
0;21454;570
0;21454;571
0;21454;572
0;21454;573
0;21454;574
0;21454;575
0;21454;576
0;21454;577
0;21454;578
0;21454;579
0;21454;580
0;21454;581
0;21454;582
0;21454;583
0;21454;584
0;21454;585
0;21454;586
0;21454;587
0;21454;588
0;21454;589
0;21454;590
0;21454;591
0;21454;592
0;21454;593
0;21454;594
0;21454;595
0;21454;596
0;21454;597
0;21454;598
0;21454;599
0;21454;600
0;21454;601
0;21454;602
0;21454;603
0;21454;604
0;21454;605
0;21454;606
0;21454;607
0;21454;608
0;21454;609
1;21454;610
1;21454;611
1;21454;612
1;21454;613
1;21454;614
1;21454;615
1;21454;616
1;21454;617
1;21454;618
1;21454;619
1;21454;620
1;21454;621
1;21454;622
1;21454;623
1;21454;624
1;21454;625
1;21454;626
1;21454;627
1;21454;628
1;21454;629
1;21454;630
1;21454;631
1;21454;632
1;21454;633
1;21454;634
1;21454;635
1;21454;636
1;21455;504
1;21455;505
1;21455;506
1;21455;507
1;21455;508
1;21455;509
1;21455;510
1;21455;511
1;21455;512
1;21455;513
0;21455;514
0;21455;515
0;21455;516
0;21455;517
0;21455;518
0;21455;519
0;21455;520
0;21455;521
0;21455;522
0;21455;523
0;21455;524
0;21455;525
0;21455;526
0;21455;527
0;21455;528
0;21455;529
0;21455;530
0;21455;531
0;21455;532
0;21455;533
0;21455;534
0;21455;535
0;21455;536
0;21455;537
0;21455;538
0;21455;539
0;21455;540
0;21455;541
0;21455;542
0;21455;543
0;21455;544
0;21455;545
0;21455;546
0;21455;547
0;21455;548
0;21455;549
0;21455;550
0;21455;551
0;21455;552
0;21455;553
0;21455;554
0;21455;555
0;21455;556
0;21455;557
0;21455;558
0;21455;559
0;21455;560
0;21455;561
0;21455;562
0;21455;563
0;21455;564
0;21455;565
0;21455;566
0;21455;567
0;21455;568
0;21455;569
0;21455;570
0;21455;571
0;21455;572
0;21455;573
0;21455;574
0;21455;575
0;21455;576
0;21455;577
0;21455;578
0;21455;579
0;21455;580
0;21455;581
0;21455;582
0;21455;583
0;21455;584
0;21455;585
0;21455;586
0;21455;587
0;21455;588
0;21455;589
0;21455;590
0;21455;591
0;21455;592
0;21455;593
0;21455;594
0;21455;595
0;21455;596
0;21455;597
0;21455;598
0;21455;599
0;21455;600
0;21455;601
0;21455;602
0;21455;603
0;21455;604
0;21455;605
0;21455;606
0;21455;607
0;21455;608
0;21455;609
1;21455;610
1;21455;611
1;21455;612
1;21455;613
1;21455;614
1;21455;615
1;21455;616
1;21455;617
1;21455;618
1;21455;619
1;21455;620
1;21455;621
1;21455;622
1;21455;623
1;21455;624
1;21455;625
1;21455;626
1;21455;627
1;21455;628
1;21455;629
1;21455;630
1;21455;631
1;21455;632
1;21455;633
1;21455;634
1;21455;635
1;21455;636
1;21456;504
1;21456;505
1;21456;506
1;21456;507
1;21456;508
1;21456;509
1;21456;510
1;21456;511
1;21456;512
1;21456;513
0;21456;514
0;21456;515
0;21456;516
0;21456;517
0;21456;518
0;21456;519
0;21456;520
0;21456;521
0;21456;522
0;21456;523
0;21456;524
0;21456;525
0;21456;526
0;21456;527
0;21456;528
0;21456;529
0;21456;530
0;21456;531
0;21456;532
0;21456;533
0;21456;534
0;21456;535
0;21456;536
0;21456;537
0;21456;538
0;21456;539
0;21456;540
0;21456;541
0;21456;542
0;21456;543
0;21456;544
0;21456;545
0;21456;546
0;21456;547
0;21456;548
0;21456;549
0;21456;550
0;21456;551
0;21456;552
0;21456;553
0;21456;554
0;21456;555
0;21456;556
0;21456;557
0;21456;558
0;21456;559
0;21456;560
0;21456;561
0;21456;562
0;21456;563
0;21456;564
0;21456;565
0;21456;566
0;21456;567
0;21456;568
0;21456;569
0;21456;570
0;21456;571
0;21456;572
0;21456;573
0;21456;574
0;21456;575
0;21456;576
0;21456;577
0;21456;578
0;21456;579
0;21456;580
0;21456;581
0;21456;582
0;21456;583
0;21456;584
0;21456;585
0;21456;586
0;21456;587
0;21456;588
0;21456;589
0;21456;590
0;21456;591
0;21456;592
0;21456;593
0;21456;594
0;21456;595
0;21456;596
0;21456;597
0;21456;598
0;21456;599
0;21456;600
0;21456;601
0;21456;602
0;21456;603
0;21456;604
0;21456;605
0;21456;606
0;21456;607
0;21456;608
0;21456;609
1;21456;610
1;21456;611
1;21456;612
1;21456;613
1;21456;614
1;21456;615
1;21456;616
1;21456;617
1;21456;618
1;21456;619
1;21456;620
1;21456;621
1;21456;622
1;21456;623
1;21456;624
1;21456;625
1;21456;626
1;21456;627
1;21456;628
1;21456;629
1;21456;630
1;21456;631
1;21456;632
1;21456;633
1;21456;634
1;21456;635
1;21456;636
1;21457;504
1;21457;505
1;21457;506
1;21457;507
1;21457;508
1;21457;509
1;21457;510
1;21457;511
1;21457;512
1;21457;513
0;21457;514
0;21457;515
0;21457;516
0;21457;517
0;21457;518
0;21457;519
0;21457;520
0;21457;521
0;21457;522
0;21457;523
0;21457;524
0;21457;525
0;21457;526
0;21457;527
0;21457;528
0;21457;529
0;21457;530
0;21457;531
0;21457;532
0;21457;533
0;21457;534
0;21457;535
0;21457;536
0;21457;537
0;21457;538
0;21457;539
0;21457;540
0;21457;541
0;21457;542
0;21457;543
0;21457;544
0;21457;545
0;21457;546
0;21457;547
0;21457;548
0;21457;549
0;21457;550
0;21457;551
0;21457;552
0;21457;553
0;21457;554
0;21457;555
0;21457;556
0;21457;557
0;21457;558
0;21457;559
0;21457;560
0;21457;561
0;21457;562
0;21457;563
0;21457;564
0;21457;565
0;21457;566
0;21457;567
0;21457;568
0;21457;569
0;21457;570
0;21457;571
0;21457;572
0;21457;573
0;21457;574
0;21457;575
0;21457;576
0;21457;577
0;21457;578
0;21457;579
0;21457;580
0;21457;581
0;21457;582
0;21457;583
0;21457;584
0;21457;585
0;21457;586
0;21457;587
0;21457;588
0;21457;589
0;21457;590
0;21457;591
0;21457;592
0;21457;593
0;21457;594
0;21457;595
0;21457;596
0;21457;597
0;21457;598
0;21457;599
0;21457;600
0;21457;601
0;21457;602
0;21457;603
0;21457;604
0;21457;605
0;21457;606
0;21457;607
0;21457;608
0;21457;609
1;21457;610
1;21457;611
1;21457;612
1;21457;613
1;21457;614
1;21457;615
1;21457;616
1;21457;617
1;21457;618
1;21457;619
1;21457;620
1;21457;621
1;21457;622
1;21457;623
1;21457;624
1;21457;625
1;21457;626
1;21457;627
1;21457;628
1;21457;629
1;21457;630
1;21457;631
1;21457;632
1;21457;633
1;21457;634
1;21457;635
1;21457;636
1;21458;504
1;21458;505
1;21458;506
1;21458;507
1;21458;508
1;21458;509
1;21458;510
1;21458;511
1;21458;512
1;21458;513
0;21458;514
0;21458;515
0;21458;516
0;21458;517
0;21458;518
0;21458;519
0;21458;520
0;21458;521
0;21458;522
0;21458;523
0;21458;524
0;21458;525
0;21458;526
0;21458;527
0;21458;528
0;21458;529
0;21458;530
0;21458;531
0;21458;532
0;21458;533
0;21458;534
0;21458;535
0;21458;536
0;21458;537
0;21458;538
0;21458;539
0;21458;540
0;21458;541
0;21458;542
0;21458;543
0;21458;544
0;21458;545
0;21458;546
0;21458;547
0;21458;548
0;21458;549
0;21458;550
0;21458;551
0;21458;552
0;21458;553
0;21458;554
0;21458;555
0;21458;556
0;21458;557
0;21458;558
0;21458;559
0;21458;560
0;21458;561
0;21458;562
0;21458;563
0;21458;564
0;21458;565
0;21458;566
0;21458;567
0;21458;568
0;21458;569
0;21458;570
0;21458;571
0;21458;572
0;21458;573
0;21458;574
0;21458;575
0;21458;576
0;21458;577
0;21458;578
0;21458;579
0;21458;580
0;21458;581
0;21458;582
0;21458;583
0;21458;584
0;21458;585
0;21458;586
0;21458;587
0;21458;588
0;21458;589
0;21458;590
0;21458;591
0;21458;592
0;21458;593
0;21458;594
0;21458;595
0;21458;596
0;21458;597
0;21458;598
0;21458;599
0;21458;600
0;21458;601
0;21458;602
0;21458;603
0;21458;604
0;21458;605
0;21458;606
0;21458;607
0;21458;608
0;21458;609
1;21458;610
1;21458;611
1;21458;612
1;21458;613
1;21458;614
1;21458;615
1;21458;616
1;21458;617
1;21458;618
1;21458;619
1;21458;620
1;21458;621
1;21458;622
1;21458;623
1;21458;624
1;21458;625
1;21458;626
1;21458;627
